score;completeness;rescuebot_action;rescuebot_location;visi_action;visi_location;world_nr;tick_nr
24;0.625;;(23, 10);;(21, 10);1;23261
24;0.625;;(23, 10);;(21, 10);1;23262
24;0.625;;(23, 10);;(21, 10);1;23263
24;0.625;;(23, 10);;(21, 10);1;23264
24;0.625;;(23, 10);;(21, 10);1;23265
24;0.625;;(23, 10);;(21, 10);1;23266
24;0.625;;(23, 10);;(21, 10);1;23267
24;0.625;;(23, 10);;(21, 10);1;23268
24;0.625;;(23, 10);;(21, 10);1;23269
24;0.625;;(23, 10);;(21, 10);1;23270
24;0.625;;(23, 10);;(21, 10);1;23271
24;0.625;;(23, 10);;(21, 10);1;23272
24;0.625;;(23, 10);;(21, 10);1;23273
24;0.625;;(23, 10);;(21, 10);1;23274
24;0.625;;(23, 10);;(21, 10);1;23275
24;0.625;;(23, 10);;(21, 10);1;23276
24;0.625;;(23, 10);;(21, 10);1;23277
24;0.625;;(23, 10);;(21, 10);1;23278
24;0.625;;(23, 10);;(21, 10);1;23279
24;0.625;;(23, 10);;(21, 10);1;23280
24;0.625;;(23, 10);;(21, 10);1;23281
24;0.625;;(23, 10);;(21, 10);1;23282
24;0.625;;(23, 10);;(21, 10);1;23283
24;0.625;;(23, 10);;(21, 10);1;23284
24;0.625;;(23, 10);;(21, 10);1;23285
24;0.625;;(23, 10);;(21, 10);1;23286
24;0.625;;(23, 10);;(21, 10);1;23287
24;0.625;;(23, 10);;(21, 10);1;23288
24;0.625;;(23, 10);;(21, 10);1;23289
24;0.625;;(23, 10);;(21, 10);1;23290
24;0.625;;(23, 10);;(21, 10);1;23291
24;0.625;;(23, 10);;(21, 10);1;23292
24;0.625;;(23, 10);;(21, 10);1;23293
24;0.625;;(23, 10);;(21, 10);1;23294
24;0.625;;(23, 10);;(21, 10);1;23295
24;0.625;;(23, 10);;(21, 10);1;23296
24;0.625;;(23, 10);;(21, 10);1;23297
24;0.625;;(23, 10);;(21, 10);1;23298
24;0.625;;(23, 10);;(21, 10);1;23299
24;0.625;;(23, 10);;(21, 10);1;23300
24;0.625;;(23, 10);;(21, 10);1;23301
24;0.625;;(23, 10);;(21, 10);1;23302
24;0.625;;(23, 10);;(21, 10);1;23303
24;0.625;;(23, 10);;(21, 10);1;23304
24;0.625;;(23, 10);;(21, 10);1;23305
24;0.625;;(23, 10);;(21, 10);1;23306
24;0.625;;(23, 10);;(21, 10);1;23307
24;0.625;;(23, 10);;(21, 10);1;23308
24;0.625;;(23, 10);;(21, 10);1;23309
24;0.625;;(23, 10);;(21, 10);1;23310
24;0.625;;(23, 10);;(21, 10);1;23311
24;0.625;;(23, 10);;(21, 10);1;23312
24;0.625;;(23, 10);;(21, 10);1;23313
24;0.625;;(23, 10);;(21, 10);1;23314
24;0.625;;(23, 10);;(21, 10);1;23315
24;0.625;;(23, 10);;(21, 10);1;23316
24;0.625;;(23, 10);;(21, 10);1;23317
24;0.625;;(23, 10);;(21, 10);1;23318
24;0.625;;(23, 10);;(21, 10);1;23319
24;0.625;;(23, 10);;(21, 10);1;23320
24;0.625;;(23, 10);;(21, 10);1;23321
24;0.625;;(23, 10);;(21, 10);1;23322
24;0.625;;(23, 10);;(21, 10);1;23323
24;0.625;;(23, 10);;(21, 10);1;23324
24;0.625;;(23, 10);;(21, 10);1;23325
24;0.625;;(23, 10);;(21, 10);1;23326
24;0.625;;(23, 10);;(21, 10);1;23327
24;0.625;;(23, 10);;(21, 10);1;23328
24;0.625;;(23, 10);;(21, 10);1;23329
24;0.625;;(23, 10);;(21, 10);1;23330
24;0.625;;(23, 10);;(21, 10);1;23331
24;0.625;;(23, 10);;(21, 10);1;23332
24;0.625;;(23, 10);;(21, 10);1;23333
24;0.625;;(23, 10);;(21, 10);1;23334
24;0.625;;(23, 10);;(21, 10);1;23335
24;0.625;;(23, 10);;(21, 10);1;23336
24;0.625;;(23, 10);;(21, 10);1;23337
24;0.625;;(23, 10);;(21, 10);1;23338
24;0.625;;(23, 10);;(21, 10);1;23339
24;0.625;;(23, 10);;(21, 10);1;23340
24;0.625;;(23, 10);;(21, 10);1;23341
24;0.625;;(23, 10);;(21, 10);1;23342
24;0.625;;(23, 10);;(21, 10);1;23343
24;0.625;;(23, 10);;(21, 10);1;23344
24;0.625;;(23, 10);;(21, 10);1;23345
24;0.625;;(23, 10);;(21, 10);1;23346
24;0.625;;(23, 10);;(21, 10);1;23347
24;0.625;;(23, 10);;(21, 10);1;23348
24;0.625;;(23, 10);;(21, 10);1;23349
24;0.625;;(23, 10);;(21, 10);1;23350
24;0.625;;(23, 10);;(21, 10);1;23351
24;0.625;;(23, 10);;(21, 10);1;23352
24;0.625;;(23, 10);;(21, 10);1;23353
24;0.625;;(23, 10);;(21, 10);1;23354
24;0.625;;(23, 10);;(21, 10);1;23355
24;0.625;;(23, 10);;(21, 10);1;23356
24;0.625;;(23, 10);;(21, 10);1;23357
24;0.625;;(23, 10);;(21, 10);1;23358
24;0.625;;(23, 10);;(21, 10);1;23359
24;0.625;;(23, 10);;(21, 10);1;23360
24;0.625;;(23, 10);;(21, 10);1;23361
24;0.625;;(23, 10);;(21, 10);1;23362
24;0.625;;(23, 10);;(21, 10);1;23363
24;0.625;;(23, 10);;(21, 10);1;23364
24;0.625;;(23, 10);;(21, 10);1;23365
24;0.625;;(23, 10);;(21, 10);1;23366
24;0.625;;(23, 10);;(21, 10);1;23367
24;0.625;;(23, 10);;(21, 10);1;23368
24;0.625;;(23, 10);;(21, 10);1;23369
24;0.625;;(23, 10);;(21, 10);1;23370
24;0.625;;(23, 10);;(21, 10);1;23371
24;0.625;;(23, 10);;(21, 10);1;23372
24;0.625;;(23, 10);;(21, 10);1;23373
24;0.625;;(23, 10);;(21, 10);1;23374
24;0.625;;(23, 10);;(21, 10);1;23375
24;0.625;;(23, 10);;(21, 10);1;23376
24;0.625;;(23, 10);;(21, 10);1;23377
24;0.625;;(23, 10);;(21, 10);1;23378
24;0.625;;(23, 10);;(21, 10);1;23379
24;0.625;;(23, 10);;(21, 10);1;23380
24;0.625;;(23, 10);;(21, 10);1;23381
24;0.625;;(23, 10);;(21, 10);1;23382
24;0.625;;(23, 10);;(21, 10);1;23383
24;0.625;;(23, 10);;(21, 10);1;23384
24;0.625;;(23, 10);;(21, 10);1;23385
24;0.625;;(23, 10);;(21, 10);1;23386
24;0.625;;(23, 10);;(21, 10);1;23387
24;0.625;;(23, 10);;(21, 10);1;23388
24;0.625;;(23, 10);;(21, 10);1;23389
24;0.625;;(23, 10);;(21, 10);1;23390
24;0.625;;(23, 10);;(21, 10);1;23391
24;0.625;;(23, 10);;(21, 10);1;23392
24;0.625;;(23, 10);;(21, 10);1;23393
24;0.625;;(23, 10);;(21, 10);1;23394
24;0.625;;(23, 10);;(21, 10);1;23395
24;0.625;;(23, 10);;(21, 10);1;23396
24;0.625;;(23, 10);;(21, 10);1;23397
24;0.625;;(23, 10);;(21, 10);1;23398
24;0.625;;(23, 10);;(21, 10);1;23399
24;0.625;;(23, 10);;(21, 10);1;23400
24;0.625;;(23, 10);;(21, 10);1;23401
24;0.625;;(23, 10);;(21, 10);1;23402
24;0.625;;(23, 10);;(21, 10);1;23403
24;0.625;;(23, 10);;(21, 10);1;23404
24;0.625;;(23, 10);;(21, 10);1;23405
24;0.625;;(23, 10);;(21, 10);1;23406
24;0.625;;(23, 10);;(21, 10);1;23407
24;0.625;;(23, 10);;(21, 10);1;23408
24;0.625;;(23, 10);;(21, 10);1;23409
24;0.625;;(23, 10);;(21, 10);1;23410
24;0.625;;(23, 10);;(21, 10);1;23411
24;0.625;;(23, 10);;(21, 10);1;23412
24;0.625;;(23, 10);;(21, 10);1;23413
24;0.625;;(23, 10);;(21, 10);1;23414
24;0.625;;(23, 10);;(21, 10);1;23415
24;0.625;;(23, 10);;(21, 10);1;23416
24;0.625;;(23, 10);;(21, 10);1;23417
24;0.625;;(23, 10);;(21, 10);1;23418
24;0.625;;(23, 10);;(21, 10);1;23419
24;0.625;;(23, 10);;(21, 10);1;23420
24;0.625;;(23, 10);;(21, 10);1;23421
24;0.625;;(23, 10);;(21, 10);1;23422
24;0.625;;(23, 10);;(21, 10);1;23423
24;0.625;;(23, 10);;(21, 10);1;23424
24;0.625;;(23, 10);;(21, 10);1;23425
24;0.625;;(23, 10);;(21, 10);1;23426
24;0.625;;(23, 10);;(21, 10);1;23427
24;0.625;;(23, 10);;(21, 10);1;23428
24;0.625;;(23, 10);;(21, 10);1;23429
24;0.625;;(23, 10);;(21, 10);1;23430
24;0.625;;(23, 10);;(21, 10);1;23431
24;0.625;;(23, 10);;(21, 10);1;23432
24;0.625;;(23, 10);;(21, 10);1;23433
24;0.625;;(23, 10);;(21, 10);1;23434
24;0.625;;(23, 10);;(21, 10);1;23435
24;0.625;;(23, 10);;(21, 10);1;23436
24;0.625;;(23, 10);;(21, 10);1;23437
24;0.625;;(23, 10);;(21, 10);1;23438
24;0.625;;(23, 10);;(21, 10);1;23439
24;0.625;;(23, 10);;(21, 10);1;23440
24;0.625;;(23, 10);;(21, 10);1;23441
24;0.625;;(23, 10);;(21, 10);1;23442
24;0.625;;(23, 10);;(21, 10);1;23443
24;0.625;;(23, 10);;(21, 10);1;23444
24;0.625;;(23, 10);;(21, 10);1;23445
24;0.625;;(23, 10);;(21, 10);1;23446
24;0.625;;(23, 10);;(21, 10);1;23447
24;0.625;;(23, 10);;(21, 10);1;23448
24;0.625;;(23, 10);;(21, 10);1;23449
24;0.625;;(23, 10);;(21, 10);1;23450
24;0.625;;(23, 10);;(21, 10);1;23451
24;0.625;;(23, 10);;(21, 10);1;23452
24;0.625;;(23, 10);;(21, 10);1;23453
24;0.625;;(23, 10);;(21, 10);1;23454
24;0.625;;(23, 10);;(21, 10);1;23455
24;0.625;;(23, 10);;(21, 10);1;23456
24;0.625;;(23, 10);;(21, 10);1;23457
24;0.625;;(23, 10);;(21, 10);1;23458
24;0.625;;(23, 10);;(21, 10);1;23459
24;0.625;;(23, 10);;(21, 10);1;23460
24;0.625;;(23, 10);;(21, 10);1;23461
24;0.625;;(23, 10);;(21, 10);1;23462
24;0.625;;(23, 10);;(21, 10);1;23463
24;0.625;;(23, 10);;(21, 10);1;23464
24;0.625;;(23, 10);;(21, 10);1;23465
24;0.625;;(23, 10);;(21, 10);1;23466
24;0.625;;(23, 10);;(21, 10);1;23467
24;0.625;;(23, 10);;(21, 10);1;23468
24;0.625;;(23, 10);;(21, 10);1;23469
24;0.625;;(23, 10);;(21, 10);1;23470
24;0.625;;(23, 10);;(21, 10);1;23471
24;0.625;;(23, 10);;(21, 10);1;23472
24;0.625;;(23, 10);;(21, 10);1;23473
24;0.625;;(23, 10);;(21, 10);1;23474
24;0.625;;(23, 10);;(21, 10);1;23475
24;0.625;;(23, 10);;(21, 10);1;23476
24;0.625;;(23, 10);;(21, 10);1;23477
24;0.625;;(23, 10);;(21, 10);1;23478
24;0.625;;(23, 10);;(21, 10);1;23479
24;0.625;;(23, 10);;(21, 10);1;23480
24;0.625;;(23, 10);;(21, 10);1;23481
24;0.625;;(23, 10);;(21, 10);1;23482
24;0.625;;(23, 10);;(21, 10);1;23483
24;0.625;;(23, 10);;(21, 10);1;23484
24;0.625;;(23, 10);;(21, 10);1;23485
24;0.625;;(23, 10);;(21, 10);1;23486
24;0.625;;(23, 10);;(21, 10);1;23487
24;0.625;;(23, 10);;(21, 10);1;23488
24;0.625;;(23, 10);;(21, 10);1;23489
24;0.625;;(23, 10);;(21, 10);1;23490
24;0.625;;(23, 10);;(21, 10);1;23491
24;0.625;;(23, 10);;(21, 10);1;23492
24;0.625;;(23, 10);;(21, 10);1;23493
24;0.625;;(23, 10);;(21, 10);1;23494
24;0.625;;(23, 10);;(21, 10);1;23495
24;0.625;;(23, 10);;(21, 10);1;23496
24;0.625;;(23, 10);;(21, 10);1;23497
24;0.625;;(23, 10);;(21, 10);1;23498
24;0.625;;(23, 10);;(21, 10);1;23499
24;0.625;;(23, 10);;(21, 10);1;23500
24;0.625;;(23, 10);;(21, 10);1;23501
24;0.625;;(23, 10);;(21, 10);1;23502
24;0.625;;(23, 10);;(21, 10);1;23503
24;0.625;;(23, 10);;(21, 10);1;23504
24;0.625;;(23, 10);;(21, 10);1;23505
24;0.625;;(23, 10);;(21, 10);1;23506
24;0.625;;(23, 10);;(21, 10);1;23507
24;0.625;;(23, 10);;(21, 10);1;23508
24;0.625;;(23, 10);;(21, 10);1;23509
24;0.625;;(23, 10);;(21, 10);1;23510
24;0.625;;(23, 10);;(21, 10);1;23511
24;0.625;;(23, 10);;(21, 10);1;23512
24;0.625;;(23, 10);;(21, 10);1;23513
24;0.625;;(23, 10);;(21, 10);1;23514
24;0.625;;(23, 10);;(21, 10);1;23515
24;0.625;;(23, 10);;(21, 10);1;23516
24;0.625;;(23, 10);;(21, 10);1;23517
24;0.625;;(23, 10);;(21, 10);1;23518
24;0.625;;(23, 10);;(21, 10);1;23519
24;0.625;;(23, 10);;(21, 10);1;23520
24;0.625;;(23, 10);;(21, 10);1;23521
24;0.625;;(23, 10);;(21, 10);1;23522
24;0.625;;(23, 10);;(21, 10);1;23523
24;0.625;;(23, 10);;(21, 10);1;23524
24;0.625;;(23, 10);;(21, 10);1;23525
24;0.625;;(23, 10);;(21, 10);1;23526
24;0.625;;(23, 10);;(21, 10);1;23527
24;0.625;;(23, 10);;(21, 10);1;23528
24;0.625;;(23, 10);;(21, 10);1;23529
24;0.625;;(23, 10);;(21, 10);1;23530
24;0.625;;(23, 10);;(21, 10);1;23531
24;0.625;;(23, 10);;(21, 10);1;23532
24;0.625;;(23, 10);;(21, 10);1;23533
24;0.625;;(23, 10);;(21, 10);1;23534
24;0.625;;(23, 10);;(21, 10);1;23535
24;0.625;;(23, 10);;(21, 10);1;23536
24;0.625;;(23, 10);;(21, 10);1;23537
24;0.625;;(23, 10);;(21, 10);1;23538
24;0.625;;(23, 10);;(21, 10);1;23539
24;0.625;;(23, 10);;(21, 10);1;23540
24;0.625;;(23, 10);;(21, 10);1;23541
24;0.625;;(23, 10);;(21, 10);1;23542
24;0.625;;(23, 10);;(21, 10);1;23543
24;0.625;;(23, 10);;(21, 10);1;23544
24;0.625;;(23, 10);;(21, 10);1;23545
24;0.625;;(23, 10);;(21, 10);1;23546
24;0.625;;(23, 10);;(21, 10);1;23547
24;0.625;;(23, 10);;(21, 10);1;23548
24;0.625;;(23, 10);;(21, 10);1;23549
24;0.625;;(23, 10);;(21, 10);1;23550
24;0.625;;(23, 10);;(21, 10);1;23551
24;0.625;;(23, 10);;(21, 10);1;23552
24;0.625;;(23, 10);;(21, 10);1;23553
24;0.625;;(23, 10);;(21, 10);1;23554
24;0.625;;(23, 10);;(21, 10);1;23555
24;0.625;;(23, 10);;(21, 10);1;23556
24;0.625;;(23, 10);;(21, 10);1;23557
24;0.625;;(23, 10);;(21, 10);1;23558
24;0.625;;(23, 10);;(21, 10);1;23559
24;0.625;;(23, 10);;(21, 10);1;23560
24;0.625;;(23, 10);;(21, 10);1;23561
24;0.625;;(23, 10);;(21, 10);1;23562
24;0.625;;(23, 10);;(21, 10);1;23563
24;0.625;;(23, 10);;(21, 10);1;23564
24;0.625;;(23, 10);;(21, 10);1;23565
24;0.625;;(23, 10);;(21, 10);1;23566
24;0.625;;(23, 10);;(21, 10);1;23567
24;0.625;;(23, 10);;(21, 10);1;23568
24;0.625;;(23, 10);;(21, 10);1;23569
24;0.625;;(23, 10);;(21, 10);1;23570
24;0.625;;(23, 10);;(21, 10);1;23571
24;0.625;;(23, 10);;(21, 10);1;23572
24;0.625;;(23, 10);;(21, 10);1;23573
24;0.625;;(23, 10);;(21, 10);1;23574
24;0.625;;(23, 10);;(21, 10);1;23575
24;0.625;;(23, 10);;(21, 10);1;23576
24;0.625;;(23, 10);;(21, 10);1;23577
24;0.625;;(23, 10);;(21, 10);1;23578
24;0.625;;(23, 10);;(21, 10);1;23579
24;0.625;;(23, 10);;(21, 10);1;23580
24;0.625;;(23, 10);;(21, 10);1;23581
24;0.625;;(23, 10);;(21, 10);1;23582
24;0.625;;(23, 10);;(21, 10);1;23583
24;0.625;;(23, 10);;(21, 10);1;23584
24;0.625;;(23, 10);;(21, 10);1;23585
24;0.625;;(23, 10);;(21, 10);1;23586
24;0.625;;(23, 10);;(21, 10);1;23587
24;0.625;;(23, 10);;(21, 10);1;23588
24;0.625;;(23, 10);;(21, 10);1;23589
24;0.625;;(23, 10);;(21, 10);1;23590
24;0.625;;(23, 10);;(21, 10);1;23591
24;0.625;;(23, 10);;(21, 10);1;23592
24;0.625;;(23, 10);;(21, 10);1;23593
24;0.625;;(23, 10);;(21, 10);1;23594
24;0.625;;(23, 10);;(21, 10);1;23595
24;0.625;;(23, 10);;(21, 10);1;23596
24;0.625;;(23, 10);;(21, 10);1;23597
24;0.625;;(23, 10);;(21, 10);1;23598
24;0.625;;(23, 10);;(21, 10);1;23599
24;0.625;;(23, 10);;(21, 10);1;23600
24;0.625;;(23, 10);;(21, 10);1;23601
24;0.625;;(23, 10);;(21, 10);1;23602
24;0.625;;(23, 10);;(21, 10);1;23603
24;0.625;;(23, 10);;(21, 10);1;23604
24;0.625;;(23, 10);;(21, 10);1;23605
24;0.625;;(23, 10);;(21, 10);1;23606
24;0.625;;(23, 10);;(21, 10);1;23607
24;0.625;;(23, 10);;(21, 10);1;23608
24;0.625;;(23, 10);;(21, 10);1;23609
24;0.625;;(23, 10);;(21, 10);1;23610
24;0.625;;(23, 10);;(21, 10);1;23611
24;0.625;;(23, 10);;(21, 10);1;23612
24;0.625;;(23, 10);;(21, 10);1;23613
24;0.625;;(23, 10);;(21, 10);1;23614
24;0.625;;(23, 10);;(21, 10);1;23615
24;0.625;;(23, 10);;(21, 10);1;23616
24;0.625;;(23, 10);;(21, 10);1;23617
24;0.625;;(23, 10);;(21, 10);1;23618
24;0.625;;(23, 10);;(21, 10);1;23619
24;0.625;;(23, 10);;(21, 10);1;23620
24;0.625;;(23, 10);;(21, 10);1;23621
24;0.625;;(23, 10);;(21, 10);1;23622
24;0.625;;(23, 10);;(21, 10);1;23623
24;0.625;;(23, 10);;(21, 10);1;23624
24;0.625;;(23, 10);;(21, 10);1;23625
24;0.625;;(23, 10);;(21, 10);1;23626
24;0.625;;(23, 10);;(21, 10);1;23627
24;0.625;;(23, 10);;(21, 10);1;23628
24;0.625;;(23, 10);;(21, 10);1;23629
24;0.625;;(23, 10);;(21, 10);1;23630
24;0.625;;(23, 10);;(21, 10);1;23631
24;0.625;;(23, 10);;(21, 10);1;23632
24;0.625;;(23, 10);;(21, 10);1;23633
24;0.625;;(23, 10);;(21, 10);1;23634
24;0.625;;(23, 10);;(21, 10);1;23635
24;0.625;;(23, 10);;(21, 10);1;23636
24;0.625;;(23, 10);;(21, 10);1;23637
24;0.625;;(23, 10);;(21, 10);1;23638
24;0.625;;(23, 10);;(21, 10);1;23639
24;0.625;;(23, 10);;(21, 10);1;23640
24;0.625;;(23, 10);;(21, 10);1;23641
24;0.625;;(23, 10);;(21, 10);1;23642
24;0.625;;(23, 10);;(21, 10);1;23643
24;0.625;;(23, 10);;(21, 10);1;23644
24;0.625;;(23, 10);;(21, 10);1;23645
24;0.625;;(23, 10);;(21, 10);1;23646
24;0.625;;(23, 10);;(21, 10);1;23647
24;0.625;;(23, 10);;(21, 10);1;23648
24;0.625;;(23, 10);;(21, 10);1;23649
24;0.625;;(23, 10);;(21, 10);1;23650
24;0.625;;(23, 10);;(21, 10);1;23651
24;0.625;;(23, 10);;(21, 10);1;23652
24;0.625;;(23, 10);;(21, 10);1;23653
24;0.625;;(23, 10);;(21, 10);1;23654
24;0.625;;(23, 10);;(21, 10);1;23655
24;0.625;;(23, 10);;(21, 10);1;23656
24;0.625;;(23, 10);;(21, 10);1;23657
24;0.625;;(23, 10);;(21, 10);1;23658
24;0.625;;(23, 10);;(21, 10);1;23659
24;0.625;;(23, 10);;(21, 10);1;23660
24;0.625;;(23, 10);;(21, 10);1;23661
24;0.625;;(23, 10);;(21, 10);1;23662
24;0.625;;(23, 10);;(21, 10);1;23663
24;0.625;;(23, 10);;(21, 10);1;23664
24;0.625;;(23, 10);;(21, 10);1;23665
24;0.625;;(23, 10);;(21, 10);1;23666
24;0.625;;(23, 10);;(21, 10);1;23667
24;0.625;;(23, 10);;(21, 10);1;23668
24;0.625;;(23, 10);;(21, 10);1;23669
24;0.625;;(23, 10);;(21, 10);1;23670
24;0.625;;(23, 10);;(21, 10);1;23671
24;0.625;;(23, 10);;(21, 10);1;23672
24;0.625;;(23, 10);;(21, 10);1;23673
24;0.625;;(23, 10);;(21, 10);1;23674
24;0.625;;(23, 10);;(21, 10);1;23675
24;0.625;;(23, 10);;(21, 10);1;23676
24;0.625;;(23, 10);;(21, 10);1;23677
24;0.625;;(23, 10);;(21, 10);1;23678
24;0.625;;(23, 10);;(21, 10);1;23679
24;0.625;;(23, 10);;(21, 10);1;23680
24;0.625;;(23, 10);;(21, 10);1;23681
24;0.625;;(23, 10);;(21, 10);1;23682
24;0.625;;(23, 10);;(21, 10);1;23683
24;0.625;;(23, 10);;(21, 10);1;23684
24;0.625;;(23, 10);;(21, 10);1;23685
24;0.625;;(23, 10);;(21, 10);1;23686
24;0.625;;(23, 10);;(21, 10);1;23687
24;0.625;;(23, 10);;(21, 10);1;23688
24;0.625;;(23, 10);;(21, 10);1;23689
24;0.625;;(23, 10);;(21, 10);1;23690
24;0.625;;(23, 10);;(21, 10);1;23691
24;0.625;;(23, 10);;(21, 10);1;23692
24;0.625;;(23, 10);;(21, 10);1;23693
24;0.625;;(23, 10);;(21, 10);1;23694
24;0.625;;(23, 10);;(21, 10);1;23695
24;0.625;;(23, 10);;(21, 10);1;23696
24;0.625;;(23, 10);;(21, 10);1;23697
24;0.625;;(23, 10);;(21, 10);1;23698
24;0.625;;(23, 10);;(21, 10);1;23699
24;0.625;;(23, 10);;(21, 10);1;23700
24;0.625;;(23, 10);;(21, 10);1;23701
24;0.625;;(23, 10);;(21, 10);1;23702
24;0.625;;(23, 10);;(21, 10);1;23703
24;0.625;;(23, 10);;(21, 10);1;23704
24;0.625;;(23, 10);;(21, 10);1;23705
24;0.625;;(23, 10);;(21, 10);1;23706
24;0.625;;(23, 10);;(21, 10);1;23707
24;0.625;;(23, 10);;(21, 10);1;23708
24;0.625;;(23, 10);;(21, 10);1;23709
24;0.625;;(23, 10);;(21, 10);1;23710
24;0.625;;(23, 10);;(21, 10);1;23711
24;0.625;;(23, 10);;(21, 10);1;23712
24;0.625;;(23, 10);;(21, 10);1;23713
24;0.625;;(23, 10);;(21, 10);1;23714
24;0.625;;(23, 10);;(21, 10);1;23715
24;0.625;;(23, 10);;(21, 10);1;23716
24;0.625;;(23, 10);;(21, 10);1;23717
24;0.625;;(23, 10);;(21, 10);1;23718
24;0.625;;(23, 10);;(21, 10);1;23719
24;0.625;;(23, 10);;(21, 10);1;23720
24;0.625;;(23, 10);;(21, 10);1;23721
24;0.625;;(23, 10);;(21, 10);1;23722
24;0.625;;(23, 10);;(21, 10);1;23723
24;0.625;;(23, 10);;(21, 10);1;23724
24;0.625;;(23, 10);;(21, 10);1;23725
24;0.625;;(23, 10);;(21, 10);1;23726
24;0.625;;(23, 10);;(21, 10);1;23727
24;0.625;;(23, 10);;(21, 10);1;23728
24;0.625;;(23, 10);;(21, 10);1;23729
24;0.625;;(23, 10);;(21, 10);1;23730
24;0.625;;(23, 10);;(21, 10);1;23731
24;0.625;;(23, 10);;(21, 10);1;23732
24;0.625;;(23, 10);;(21, 10);1;23733
24;0.625;;(23, 10);;(21, 10);1;23734
24;0.625;;(23, 10);;(21, 10);1;23735
24;0.625;;(23, 10);;(21, 10);1;23736
24;0.625;;(23, 10);;(21, 10);1;23737
24;0.625;;(23, 10);;(21, 10);1;23738
24;0.625;;(23, 10);;(21, 10);1;23739
24;0.625;;(23, 10);;(21, 10);1;23740
24;0.625;;(23, 10);;(21, 10);1;23741
24;0.625;;(23, 10);;(21, 10);1;23742
24;0.625;;(23, 10);;(21, 10);1;23743
24;0.625;;(23, 10);;(21, 10);1;23744
24;0.625;;(23, 10);;(21, 10);1;23745
24;0.625;;(23, 10);;(21, 10);1;23746
24;0.625;;(23, 10);;(21, 10);1;23747
24;0.625;;(23, 10);;(21, 10);1;23748
24;0.625;;(23, 10);;(21, 10);1;23749
24;0.625;;(23, 10);;(21, 10);1;23750
24;0.625;;(23, 10);;(21, 10);1;23751
24;0.625;;(23, 10);;(21, 10);1;23752
24;0.625;;(23, 10);;(21, 10);1;23753
24;0.625;;(23, 10);;(21, 10);1;23754
24;0.625;;(23, 10);;(21, 10);1;23755
24;0.625;;(23, 10);;(21, 10);1;23756
24;0.625;;(23, 10);;(21, 10);1;23757
24;0.625;;(23, 10);;(21, 10);1;23758
24;0.625;;(23, 10);;(21, 10);1;23759
24;0.625;;(23, 10);;(21, 10);1;23760
24;0.625;;(23, 10);;(21, 10);1;23761
24;0.625;;(23, 10);;(21, 10);1;23762
24;0.625;;(23, 10);;(21, 10);1;23763
24;0.625;;(23, 10);;(21, 10);1;23764
24;0.625;;(23, 10);;(21, 10);1;23765
24;0.625;;(23, 10);;(21, 10);1;23766
24;0.625;;(23, 10);;(21, 10);1;23767
24;0.625;;(23, 10);;(21, 10);1;23768
24;0.625;;(23, 10);;(21, 10);1;23769
24;0.625;;(23, 10);;(21, 10);1;23770
24;0.625;;(23, 10);;(21, 10);1;23771
24;0.625;;(23, 10);;(21, 10);1;23772
24;0.625;;(23, 10);;(21, 10);1;23773
24;0.625;;(23, 10);;(21, 10);1;23774
24;0.625;;(23, 10);;(21, 10);1;23775
24;0.625;;(23, 10);;(21, 10);1;23776
24;0.625;;(23, 10);;(21, 10);1;23777
24;0.625;;(23, 10);;(21, 10);1;23778
24;0.625;;(23, 10);;(21, 10);1;23779
24;0.625;;(23, 10);;(21, 10);1;23780
24;0.625;;(23, 10);;(21, 10);1;23781
24;0.625;;(23, 10);;(21, 10);1;23782
24;0.625;;(23, 10);;(21, 10);1;23783
24;0.625;;(23, 10);;(21, 10);1;23784
24;0.625;;(23, 10);;(21, 10);1;23785
24;0.625;;(23, 10);;(21, 10);1;23786
24;0.625;;(23, 10);;(21, 10);1;23787
24;0.625;;(23, 10);;(21, 10);1;23788
24;0.625;;(23, 10);;(21, 10);1;23789
24;0.625;;(23, 10);;(21, 10);1;23790
24;0.625;;(23, 10);;(21, 10);1;23791
24;0.625;;(23, 10);;(21, 10);1;23792
24;0.625;;(23, 10);;(21, 10);1;23793
24;0.625;;(23, 10);;(21, 10);1;23794
24;0.625;;(23, 10);;(21, 10);1;23795
24;0.625;;(23, 10);;(21, 10);1;23796
24;0.625;;(23, 10);;(21, 10);1;23797
24;0.625;;(23, 10);;(21, 10);1;23798
24;0.625;;(23, 10);;(21, 10);1;23799
24;0.625;;(23, 10);;(21, 10);1;23800
24;0.625;;(23, 10);;(21, 10);1;23801
24;0.625;;(23, 10);;(21, 10);1;23802
24;0.625;;(23, 10);;(21, 10);1;23803
24;0.625;;(23, 10);;(21, 10);1;23804
24;0.625;;(23, 10);;(21, 10);1;23805
24;0.625;;(23, 10);;(21, 10);1;23806
24;0.625;;(23, 10);;(21, 10);1;23807
24;0.625;;(23, 10);;(21, 10);1;23808
24;0.625;;(23, 10);;(21, 10);1;23809
24;0.625;;(23, 10);;(21, 10);1;23810
24;0.625;;(23, 10);;(21, 10);1;23811
24;0.625;;(23, 10);;(21, 10);1;23812
24;0.625;;(23, 10);;(21, 10);1;23813
24;0.625;;(23, 10);;(21, 10);1;23814
24;0.625;;(23, 10);;(21, 10);1;23815
24;0.625;;(23, 10);;(21, 10);1;23816
24;0.625;;(23, 10);;(21, 10);1;23817
24;0.625;;(23, 10);;(21, 10);1;23818
